"year","adm1","adm1_code","adm2","adm2_code","adm3","adm3_code","type","class1","class2","unit","value"
2020,"Seoul",11,"Yongsan-gu",11030,"Seobinggo-dong",11030690,"mortality","All causes","total","per 100k population",62
2020,"Seoul",11,"Yongsan-gu",11030,"Seobinggo-dong",11030690,"mortality","All causes","male","per 100k population",39
2020,"Seoul",11,"Yongsan-gu",11030,"Seobinggo-dong",11030690,"mortality","All causes","female","per 100k population",23
2020,"Seoul",11,"Yongsan-gu",11030,"Bogwang-dong",11030700,"mortality","All causes","total","per 100k population",92
2020,"Seoul",11,"Yongsan-gu",11030,"Bogwang-dong",11030700,"mortality","All causes","male","per 100k population",57
2020,"Seoul",11,"Yongsan-gu",11030,"Bogwang-dong",11030700,"mortality","All causes","female","per 100k population",35
2020,"Seoul",11,"Yongsan-gu",11030,"Cheongpa-dong",11030710,"mortality","All causes","total","per 100k population",109
2020,"Seoul",11,"Yongsan-gu",11030,"Cheongpa-dong",11030710,"mortality","All causes","male","per 100k population",61
2020,"Seoul",11,"Yongsan-gu",11030,"Cheongpa-dong",11030710,"mortality","All causes","female","per 100k population",48
2020,"Seoul",11,"Yongsan-gu",11030,"Wonhyoro 1(il)-dong",11030720,"mortality","All causes","total","per 100k population",66
2020,"Seoul",11,"Yongsan-gu",11030,"Wonhyoro 1(il)-dong",11030720,"mortality","All causes","male","per 100k population",33
2020,"Seoul",11,"Yongsan-gu",11030,"Wonhyoro 1(il)-dong",11030720,"mortality","All causes","female","per 100k population",33
2020,"Seoul",11,"Yongsan-gu",11030,"Hangangno-dong",11030730,"mortality","All causes","total","per 100k population",66
2020,"Seoul",11,"Yongsan-gu",11030,"Hangangno-dong",11030730,"mortality","All causes","male","per 100k population",39
2020,"Seoul",11,"Yongsan-gu",11030,"Hangangno-dong",11030730,"mortality","All causes","female","per 100k population",27
2020,"Seoul",11,"Yongsan-gu",11030,"Hannam-dong",11030740,"mortality","All causes","total","per 100k population",92
2020,"Seoul",11,"Yongsan-gu",11030,"Hannam-dong",11030740,"mortality","All causes","male","per 100k population",46
2020,"Seoul",11,"Yongsan-gu",11030,"Hannam-dong",11030740,"mortality","All causes","female","per 100k population",46
2020,"Seoul",11,"Seongdong-gu",11040,"Wangsimni 2(i)-dong",11040520,"mortality","All causes","total","per 100k population",86
