"year","adm2_code","class2","value","type","class1","unit","adm1","adm2"
2015,32030,"male",101487,"population","all households","persons","Gangwon-do","Gangneung-si"
2015,32030,"female",103150,"population","all households","persons","Gangwon-do","Gangneung-si"
2015,32040,"total",87723,"population","all households","persons","Gangwon-do","Donghae-si"
2015,32040,"male",43739,"population","all households","persons","Gangwon-do","Donghae-si"
2015,32040,"female",43984,"population","all households","persons","Gangwon-do","Donghae-si"
2015,32050,"total",45057,"population","all households","persons","Gangwon-do","Taebaek-si"
2015,32050,"male",22630,"population","all households","persons","Gangwon-do","Taebaek-si"
2015,32050,"female",22427,"population","all households","persons","Gangwon-do","Taebaek-si"
2015,32060,"total",77927,"population","all households","persons","Gangwon-do","Sokcho-si"
2015,32060,"male",37787,"population","all households","persons","Gangwon-do","Sokcho-si"
2015,32060,"female",40140,"population","all households","persons","Gangwon-do","Sokcho-si"
2015,32070,"total",65336,"population","all households","persons","Gangwon-do","Samcheok-si"
2015,32070,"male",33270,"population","all households","persons","Gangwon-do","Samcheok-si"
2015,32070,"female",32066,"population","all households","persons","Gangwon-do","Samcheok-si"
2015,32310,"total",63813,"population","all households","persons","Gangwon-do","Hongcheon-gun"
2015,32310,"male",31967,"population","all households","persons","Gangwon-do","Hongcheon-gun"
2015,32310,"female",31846,"population","all households","persons","Gangwon-do","Hongcheon-gun"
2015,32320,"total",40171,"population","all households","persons","Gangwon-do","Hoengseong-gun"
2015,32320,"male",20031,"population","all households","persons","Gangwon-do","Hoengseong-gun"
2015,32320,"female",20140,"population","all households","persons","Gangwon-do","Hoengseong-gun"
2015,32330,"total",35535,"population","all households","persons","Gangwon-do","Yeongwol-gun"
2015,32330,"male",17981,"population","all households","persons","Gangwon-do","Yeongwol-gun"
2015,32330,"female",17554,"population","all households","persons","Gangwon-do","Yeongwol-gun"
2015,32340,"total",39059,"population","all households","persons","Gangwon-do","Pyeongchang-gun"
2015,32340,"male",19614,"population","all households","persons","Gangwon-do","Pyeongchang-gun"
2015,32340,"female",19445,"population","all households","persons","Gangwon-do","Pyeongchang-gun"
2015,32350,"total",34960,"population","all households","persons","Gangwon-do","Jeongseon-gun"
2015,32350,"male",17859,"population","all households","persons","Gangwon-do","Jeongseon-gun"
2015,32350,"female",17101,"population","all households","persons","Gangwon-do","Jeongseon-gun"
2015,32360,"total",43841,"population","all households","persons","Gangwon-do","Cheolwon-gun"
2015,32360,"male",22863,"population","all households","persons","Gangwon-do","Cheolwon-gun"
2015,32360,"female",20978,"population","all households","persons","Gangwon-do","Cheolwon-gun"
2015,32370,"total",24193,"population","all households","persons","Gangwon-do","Hwacheon-gun"
2015,32370,"male",13206,"population","all households","persons","Gangwon-do","Hwacheon-gun"
2015,32370,"female",10987,"population","all households","persons","Gangwon-do","Hwacheon-gun"
2015,32380,"total",21245,"population","all households","persons","Gangwon-do","Yanggu-gun"
2015,32380,"male",11222,"population","all households","persons","Gangwon-do","Yanggu-gun"
2015,32380,"female",10023,"population","all households","persons","Gangwon-do","Yanggu-gun"
2015,32390,"total",29842,"population","all households","persons","Gangwon-do","Inje-gun"
2015,32390,"male",15769,"population","all households","persons","Gangwon-do","Inje-gun"
2015,32390,"female",14073,"population","all households","persons","Gangwon-do","Inje-gun"
2015,32400,"total",26014,"population","all households","persons","Gangwon-do","Goseong-gun"
2015,32400,"male",13556,"population","all households","persons","Gangwon-do","Goseong-gun"
2015,32400,"female",12458,"population","all households","persons","Gangwon-do","Goseong-gun"
2015,32410,"total",24942,"population","all households","persons","Gangwon-do","Yangyang-gun"
2015,32410,"male",12459,"population","all households","persons","Gangwon-do","Yangyang-gun"
2015,32410,"female",12483,"population","all households","persons","Gangwon-do","Yangyang-gun"
2015,33020,"total",200375,"population","all households","persons","Chungcheongbuk-do","Chungju-si"
2015,33020,"male",100152,"population","all households","persons","Chungcheongbuk-do","Chungju-si"
2015,33020,"female",100223,"population","all households","persons","Chungcheongbuk-do","Chungju-si"
2015,33030,"total",128909,"population","all households","persons","Chungcheongbuk-do","Jecheon-si"
2015,33030,"male",64164,"population","all households","persons","Chungcheongbuk-do","Jecheon-si"
2015,33030,"female",64745,"population","all households","persons","Chungcheongbuk-do","Jecheon-si"
2015,33040,"total",797099,"population","all households","persons","Chungcheongbuk-do","Cheongju-si"
2015,33040,"male",394605,"population","all households","persons","Chungcheongbuk-do","Cheongju-si"
2015,33040,"female",402494,"population","all households","persons","Chungcheongbuk-do","Cheongju-si"
2015,33041,"total",167800,"population","all households","persons","Chungcheongbuk-do","Sangdang-gu"
2015,33041,"male",82456,"population","all households","persons","Chungcheongbuk-do","Sangdang-gu"
2015,33041,"female",85344,"population","all households","persons","Chungcheongbuk-do","Sangdang-gu"
2015,33042,"total",211894,"population","all households","persons","Chungcheongbuk-do","Seowon-gu"
2015,33042,"male",103961,"population","all households","persons","Chungcheongbuk-do","Seowon-gu"
2015,33042,"female",107933,"population","all households","persons","Chungcheongbuk-do","Seowon-gu"
2015,33043,"total",243400,"population","all households","persons","Chungcheongbuk-do","Heungdeok-gu"
2015,33043,"male",120864,"population","all households","persons","Chungcheongbuk-do","Heungdeok-gu"
2015,33043,"female",122536,"population","all households","persons","Chungcheongbuk-do","Heungdeok-gu"
2015,33044,"total",174005,"population","all households","persons","Chungcheongbuk-do","Cheongwon-gu"
2015,33044,"male",87324,"population","all households","persons","Chungcheongbuk-do","Cheongwon-gu"
2015,33044,"female",86681,"population","all households","persons","Chungcheongbuk-do","Cheongwon-gu"
2015,33320,"total",31061,"population","all households","persons","Chungcheongbuk-do","Boeun-gun"
2015,33320,"male",15155,"population","all households","persons","Chungcheongbuk-do","Boeun-gun"
2015,33320,"female",15906,"population","all households","persons","Chungcheongbuk-do","Boeun-gun"
2015,33330,"total",48139,"population","all households","persons","Chungcheongbuk-do","Okcheon-gun"
2015,33330,"male",23644,"population","all households","persons","Chungcheongbuk-do","Okcheon-gun"
2015,33330,"female",24495,"population","all households","persons","Chungcheongbuk-do","Okcheon-gun"
2015,33340,"total",47335,"population","all households","persons","Chungcheongbuk-do","Yeongdong-gun"
2015,33340,"male",23369,"population","all households","persons","Chungcheongbuk-do","Yeongdong-gun"
2015,33340,"female",23966,"population","all households","persons","Chungcheongbuk-do","Yeongdong-gun"
2015,33350,"total",63831,"population","all households","persons","Chungcheongbuk-do","Jincheon-gun"
2015,33350,"male",32755,"population","all households","persons","Chungcheongbuk-do","Jincheon-gun"
2015,33350,"female",31076,"population","all households","persons","Chungcheongbuk-do","Jincheon-gun"
2015,33360,"total",33882,"population","all households","persons","Chungcheongbuk-do","Goesan-gun"
2015,33360,"male",16835,"population","all households","persons","Chungcheongbuk-do","Goesan-gun"
2015,33360,"female",17047,"population","all households","persons","Chungcheongbuk-do","Goesan-gun"
2015,33370,"total",87892,"population","all households","persons","Chungcheongbuk-do","Eumseong-gun"
2015,33370,"male",45418,"population","all households","persons","Chungcheongbuk-do","Eumseong-gun"
2015,33370,"female",42474,"population","all households","persons","Chungcheongbuk-do","Eumseong-gun"
2015,33380,"total",27541,"population","all households","persons","Chungcheongbuk-do","Danyang-gun"
2015,33380,"male",13769,"population","all households","persons","Chungcheongbuk-do","Danyang-gun"
2015,33380,"female",13772,"population","all households","persons","Chungcheongbuk-do","Danyang-gun"
2015,33390,"total",34865,"population","all households","persons","Chungcheongbuk-do","Jeungpyeong-gun"
2015,33390,"male",17633,"population","all households","persons","Chungcheongbuk-do","Jeungpyeong-gun"
2015,33390,"female",17232,"population","all households","persons","Chungcheongbuk-do","Jeungpyeong-gun"
2015,34010,"total",594723,"population","all households","persons","Chungcheongnam-do","Cheonan-si"
2015,34010,"male",299570,"population","all households","persons","Chungcheongnam-do","Cheonan-si"
2015,34010,"female",295153,"population","all households","persons","Chungcheongnam-do","Cheonan-si"
2015,34011,"total",257416,"population","all households","persons","Chungcheongnam-do","Dongnam-gu"
2015,34011,"male",128688,"population","all households","persons","Chungcheongnam-do","Dongnam-gu"
2015,34011,"female",128728,"population","all households","persons","Chungcheongnam-do","Dongnam-gu"
2015,34012,"total",337307,"population","all households","persons","Chungcheongnam-do","Seobuk-gu"
2015,34012,"male",170882,"population","all households","persons","Chungcheongnam-do","Seobuk-gu"
2015,34012,"female",166425,"population","all households","persons","Chungcheongnam-do","Seobuk-gu"
2015,34020,"total",103652,"population","all households","persons","Chungcheongnam-do","Gongju-si"
2015,34020,"male",51306,"population","all households","persons","Chungcheongnam-do","Gongju-si"
2015,34020,"female",52346,"population","all households","persons","Chungcheongnam-do","Gongju-si"
2015,34030,"total",97527,"population","all households","persons","Chungcheongnam-do","Boryeong-si"
2015,34030,"male",48491,"population","all households","persons","Chungcheongnam-do","Boryeong-si"
2015,34030,"female",49036,"population","all households","persons","Chungcheongnam-do","Boryeong-si"
2015,34040,"total",286002,"population","all households","persons","Chungcheongnam-do","Asan-si"
2015,34040,"male",145800,"population","all households","persons","Chungcheongnam-do","Asan-si"
2015,34040,"female",140202,"population","all households","persons","Chungcheongnam-do","Asan-si"
2015,34050,"total",160633,"population","all households","persons","Chungcheongnam-do","Seosan-si"
2015,34050,"male",81393,"population","all households","persons","Chungcheongnam-do","Seosan-si"
2015,34050,"female",79240,"population","all households","persons","Chungcheongnam-do","Seosan-si"
2015,34060,"total",113817,"population","all households","persons","Chungcheongnam-do","Nonsan-si"
2015,34060,"male",55836,"population","all households","persons","Chungcheongnam-do","Nonsan-si"
2015,34060,"female",57981,"population","all households","persons","Chungcheongnam-do","Nonsan-si"
2015,34070,"total",37944,"population","all households","persons","Chungcheongnam-do","Gyeryong-si"
2015,34070,"male",18342,"population","all households","persons","Chungcheongnam-do","Gyeryong-si"
2015,34070,"female",19602,"population","all households","persons","Chungcheongnam-do","Gyeryong-si"
2015,34080,"total",156378,"population","all households","persons","Chungcheongnam-do","Dangjin-si"
2015,34080,"male",81649,"population","all households","persons","Chungcheongnam-do","Dangjin-si"
2015,34080,"female",74729,"population","all households","persons","Chungcheongnam-do","Dangjin-si"
2015,34310,"total",51774,"population","all households","persons","Chungcheongnam-do","Geumsan-gun"
2015,34310,"male",25759,"population","all households","persons","Chungcheongnam-do","Geumsan-gun"
2015,34310,"female",26015,"population","all households","persons","Chungcheongnam-do","Geumsan-gun"
2015,34330,"total",65338,"population","all households","persons","Chungcheongnam-do","Buyeo-gun"
2015,34330,"male",31873,"population","all households","persons","Chungcheongnam-do","Buyeo-gun"
2015,34330,"female",33465,"population","all households","persons","Chungcheongnam-do","Buyeo-gun"
2015,34340,"total",52373,"population","all households","persons","Chungcheongnam-do","Seocheon-gun"
2015,34340,"male",25415,"population","all households","persons","Chungcheongnam-do","Seocheon-gun"
2015,34340,"female",26958,"population","all households","persons","Chungcheongnam-do","Seocheon-gun"
2015,34350,"total",30144,"population","all households","persons","Chungcheongnam-do","Cheongyang-gun"
2015,34350,"male",14876,"population","all households","persons","Chungcheongnam-do","Cheongyang-gun"
2015,34350,"female",15268,"population","all households","persons","Chungcheongnam-do","Cheongyang-gun"
2015,34360,"total",88775,"population","all households","persons","Chungcheongnam-do","Hongseong-gun"
2015,34360,"male",43810,"population","all households","persons","Chungcheongnam-do","Hongseong-gun"
2015,34360,"female",44965,"population","all households","persons","Chungcheongnam-do","Hongseong-gun"
2015,34370,"total",77587,"population","all households","persons","Chungcheongnam-do","Yesan-gun"
2015,34370,"male",38289,"population","all households","persons","Chungcheongnam-do","Yesan-gun"
2015,34370,"female",39298,"population","all households","persons","Chungcheongnam-do","Yesan-gun"
2015,34380,"total",57277,"population","all households","persons","Chungcheongnam-do","Taean-gun"
2015,34380,"male",28417,"population","all households","persons","Chungcheongnam-do","Taean-gun"
2015,34380,"female",28860,"population","all households","persons","Chungcheongnam-do","Taean-gun"
2015,35010,"total",635258,"population","all households","persons","Jeollabuk-do","Jeonju-si"
2015,35010,"male",310383,"population","all households","persons","Jeollabuk-do","Jeonju-si"
2015,35010,"female",324875,"population","all households","persons","Jeollabuk-do","Jeonju-si"
2015,35011,"total",354882,"population","all households","persons","Jeollabuk-do","Wansan-gu"
2015,35011,"male",171943,"population","all households","persons","Jeollabuk-do","Wansan-gu"
2015,35011,"female",182939,"population","all households","persons","Jeollabuk-do","Wansan-gu"
2015,35012,"total",280376,"population","all households","persons","Jeollabuk-do","Deokjin-gu"
2015,35012,"male",138440,"population","all households","persons","Jeollabuk-do","Deokjin-gu"
2015,35012,"female",141936,"population","all households","persons","Jeollabuk-do","Deokjin-gu"
2015,35020,"total",261765,"population","all households","persons","Jeollabuk-do","Gunsan-si"
2015,35020,"male",131600,"population","all households","persons","Jeollabuk-do","Gunsan-si"
2015,35020,"female",130165,"population","all households","persons","Jeollabuk-do","Gunsan-si"
2015,35030,"total",287262,"population","all households","persons","Jeollabuk-do","Iksan-si"
2015,35030,"male",142283,"population","all households","persons","Jeollabuk-do","Iksan-si"
2015,35030,"female",144979,"population","all households","persons","Jeollabuk-do","Iksan-si"
2015,35040,"total",105626,"population","all households","persons","Jeollabuk-do","Jeongeup-si"
2015,35040,"male",51472,"population","all households","persons","Jeollabuk-do","Jeongeup-si"
2015,35040,"female",54154,"population","all households","persons","Jeollabuk-do","Jeongeup-si"
2015,35050,"total",77609,"population","all households","persons","Jeollabuk-do","Namwon-si"
2015,35050,"male",37430,"population","all households","persons","Jeollabuk-do","Namwon-si"
2015,35050,"female",40179,"population","all households","persons","Jeollabuk-do","Namwon-si"
2015,35060,"total",79945,"population","all households","persons","Jeollabuk-do","Gimje-si"
2015,35060,"male",38645,"population","all households","persons","Jeollabuk-do","Gimje-si"
2015,35060,"female",41300,"population","all households","persons","Jeollabuk-do","Gimje-si"
2015,35310,"total",88420,"population","all households","persons","Jeollabuk-do","Wanju-gun"
2015,35310,"male",44693,"population","all households","persons","Jeollabuk-do","Wanju-gun"
2015,35310,"female",43727,"population","all households","persons","Jeollabuk-do","Wanju-gun"
2015,35320,"total",22295,"population","all households","persons","Jeollabuk-do","Jinan-gun"
2015,35320,"male",10817,"population","all households","persons","Jeollabuk-do","Jinan-gun"
2015,35320,"female",11478,"population","all households","persons","Jeollabuk-do","Jinan-gun"
2015,35330,"total",22773,"population","all households","persons","Jeollabuk-do","Muju-gun"
2015,35330,"male",11106,"population","all households","persons","Jeollabuk-do","Muju-gun"
2015,35330,"female",11667,"population","all households","persons","Jeollabuk-do","Muju-gun"
2015,35340,"total",20769,"population","all households","persons","Jeollabuk-do","Jangsu-gun"
2015,35340,"male",10083,"population","all households","persons","Jeollabuk-do","Jangsu-gun"
2015,35340,"female",10686,"population","all households","persons","Jeollabuk-do","Jangsu-gun"
2015,35350,"total",25349,"population","all households","persons","Jeollabuk-do","Imsil-gun"
2015,35350,"male",12370,"population","all households","persons","Jeollabuk-do","Imsil-gun"
2015,35350,"female",12979,"population","all households","persons","Jeollabuk-do","Imsil-gun"
2015,35360,"total",25877,"population","all households","persons","Jeollabuk-do","Sunchang-gun"
2015,35360,"male",12217,"population","all households","persons","Jeollabuk-do","Sunchang-gun"
2015,35360,"female",13660,"population","all households","persons","Jeollabuk-do","Sunchang-gun"
2015,35370,"total",52642,"population","all households","persons","Jeollabuk-do","Gochang-gun"
2015,35370,"male",25421,"population","all households","persons","Jeollabuk-do","Gochang-gun"
2015,35370,"female",27221,"population","all households","persons","Jeollabuk-do","Gochang-gun"
2015,35380,"total",50681,"population","all households","persons","Jeollabuk-do","Buan-gun"
2015,35380,"male",24559,"population","all households","persons","Jeollabuk-do","Buan-gun"
2015,35380,"female",26122,"population","all households","persons","Jeollabuk-do","Buan-gun"
2015,36010,"total",232022,"population","all households","persons","Jeollanam-do","Mokpo-si"
2015,36010,"male",114408,"population","all households","persons","Jeollanam-do","Mokpo-si"
2015,36010,"female",117614,"population","all households","persons","Jeollanam-do","Mokpo-si"
2015,36020,"total",265905,"population","all households","persons","Jeollanam-do","Yeosu-si"
2015,36020,"male",132986,"population","all households","persons","Jeollanam-do","Yeosu-si"
2015,36020,"female",132919,"population","all households","persons","Jeollanam-do","Yeosu-si"
2015,36030,"total",256678,"population","all households","persons","Jeollanam-do","Suncheon-si"
2015,36030,"male",126163,"population","all households","persons","Jeollanam-do","Suncheon-si"
2015,36030,"female",130515,"population","all households","persons","Jeollanam-do","Suncheon-si"
2015,36040,"total",86473,"population","all households","persons","Jeollanam-do","Naju-si"
2015,36040,"male",42446,"population","all households","persons","Jeollanam-do","Naju-si"
2015,36040,"female",44027,"population","all households","persons","Jeollanam-do","Naju-si"
2015,36060,"total",139612,"population","all households","persons","Jeollanam-do","Gwangyang-si"
2015,36060,"male",70468,"population","all households","persons","Jeollanam-do","Gwangyang-si"
2015,36060,"female",69144,"population","all households","persons","Jeollanam-do","Gwangyang-si"
2015,36310,"total",40192,"population","all households","persons","Jeollanam-do","Damyang-gun"
2015,36310,"male",19463,"population","all households","persons","Jeollanam-do","Damyang-gun"
2015,36310,"female",20729,"population","all households","persons","Jeollanam-do","Damyang-gun"
2015,36320,"total",26646,"population","all households","persons","Jeollanam-do","Gokseong-gun"
2015,36320,"male",12671,"population","all households","persons","Jeollanam-do","Gokseong-gun"
2015,36320,"female",13975,"population","all households","persons","Jeollanam-do","Gokseong-gun"
2015,36330,"total",23520,"population","all households","persons","Jeollanam-do","Gurye-gun"
2015,36330,"male",11269,"population","all households","persons","Jeollanam-do","Gurye-gun"
2015,36330,"female",12251,"population","all households","persons","Jeollanam-do","Gurye-gun"
2015,36350,"total",60765,"population","all households","persons","Jeollanam-do","Goheung-gun"
2015,36350,"male",28951,"population","all households","persons","Jeollanam-do","Goheung-gun"
2015,36350,"female",31814,"population","all households","persons","Jeollanam-do","Goheung-gun"
2015,36360,"total",39254,"population","all households","persons","Jeollanam-do","Boseong-gun"
2015,36360,"male",18632,"population","all households","persons","Jeollanam-do","Boseong-gun"
2015,36360,"female",20622,"population","all households","persons","Jeollanam-do","Boseong-gun"
2015,36370,"total",58976,"population","all households","persons","Jeollanam-do","Hwasun-gun"
2015,36370,"male",28077,"population","all households","persons","Jeollanam-do","Hwasun-gun"
2015,36370,"female",30899,"population","all households","persons","Jeollanam-do","Hwasun-gun"
2015,36380,"total",35866,"population","all households","persons","Jeollanam-do","Jangheung-gun"
2015,36380,"male",17140,"population","all households","persons","Jeollanam-do","Jangheung-gun"
2015,36380,"female",18726,"population","all households","persons","Jeollanam-do","Jangheung-gun"
2015,36390,"total",33826,"population","all households","persons","Jeollanam-do","Gangjin-gun"
2015,36390,"male",15863,"population","all households","persons","Jeollanam-do","Gangjin-gun"
2015,36390,"female",17963,"population","all households","persons","Jeollanam-do","Gangjin-gun"
2015,36400,"total",65999,"population","all households","persons","Jeollanam-do","Haenam-gun"
2015,36400,"male",31668,"population","all households","persons","Jeollanam-do","Haenam-gun"
2015,36400,"female",34331,"population","all households","persons","Jeollanam-do","Haenam-gun"
2015,36410,"total",54083,"population","all households","persons","Jeollanam-do","Yeongam-gun"
2015,36410,"male",27723,"population","all households","persons","Jeollanam-do","Yeongam-gun"
2015,36410,"female",26360,"population","all households","persons","Jeollanam-do","Yeongam-gun"
2015,36420,"total",73785,"population","all households","persons","Jeollanam-do","Muan-gun"
2015,36420,"male",36431,"population","all households","persons","Jeollanam-do","Muan-gun"
2015,36420,"female",37354,"population","all households","persons","Jeollanam-do","Muan-gun"
2015,36430,"total",29752,"population","all households","persons","Jeollanam-do","Hampyeong-gun"
2015,36430,"male",14405,"population","all households","persons","Jeollanam-do","Hampyeong-gun"
2015,36430,"female",15347,"population","all households","persons","Jeollanam-do","Hampyeong-gun"
2015,36440,"total",48879,"population","all households","persons","Jeollanam-do","Yeonggwang-gun"
2015,36440,"male",23852,"population","all households","persons","Jeollanam-do","Yeonggwang-gun"
2015,36440,"female",25027,"population","all households","persons","Jeollanam-do","Yeonggwang-gun"
2015,36450,"total",39093,"population","all households","persons","Jeollanam-do","Jangseong-gun"
2015,36450,"male",18972,"population","all households","persons","Jeollanam-do","Jangseong-gun"
2015,36450,"female",20121,"population","all households","persons","Jeollanam-do","Jangseong-gun"
2015,36460,"total",46786,"population","all households","persons","Jeollanam-do","Wando-gun"
2015,36460,"male",23160,"population","all households","persons","Jeollanam-do","Wando-gun"
2015,36460,"female",23626,"population","all households","persons","Jeollanam-do","Wando-gun"
2015,36470,"total",28511,"population","all households","persons","Jeollanam-do","Jindo-gun"
2015,36470,"male",13777,"population","all households","persons","Jeollanam-do","Jindo-gun"
2015,36470,"female",14734,"population","all households","persons","Jeollanam-do","Jindo-gun"
2015,36480,"total",35430,"population","all households","persons","Jeollanam-do","Sinan-gun"
2015,36480,"male",18075,"population","all households","persons","Jeollanam-do","Sinan-gun"
2015,36480,"female",17355,"population","all households","persons","Jeollanam-do","Sinan-gun"
2015,37010,"total",493266,"population","all households","persons","Gyeongsangbuk-do","Pohang-si"
2015,37010,"male",245147,"population","all households","persons","Gyeongsangbuk-do","Pohang-si"
2015,37010,"female",248119,"population","all households","persons","Gyeongsangbuk-do","Pohang-si"
2015,37011,"total",234624,"population","all households","persons","Gyeongsangbuk-do","Nam-gu"
2015,37011,"male",118745,"population","all households","persons","Gyeongsangbuk-do","Nam-gu"
2015,37011,"female",115879,"population","all households","persons","Gyeongsangbuk-do","Nam-gu"
2015,37012,"total",258642,"population","all households","persons","Gyeongsangbuk-do","Buk-gu"
2015,37012,"male",126402,"population","all households","persons","Gyeongsangbuk-do","Buk-gu"
2015,37012,"female",132240,"population","all households","persons","Gyeongsangbuk-do","Buk-gu"
2015,37020,"total",245462,"population","all households","persons","Gyeongsangbuk-do","Gyeongju-si"
2015,37020,"male",120972,"population","all households","persons","Gyeongsangbuk-do","Gyeongju-si"
2015,37020,"female",124490,"population","all households","persons","Gyeongsangbuk-do","Gyeongju-si"
2015,37030,"total",129526,"population","all households","persons","Gyeongsangbuk-do","Gimcheon-si"
2015,37030,"male",63565,"population","all households","persons","Gyeongsangbuk-do","Gimcheon-si"
2015,37030,"female",65961,"population","all households","persons","Gyeongsangbuk-do","Gimcheon-si"
2015,37040,"total",159063,"population","all households","persons","Gyeongsangbuk-do","Andong-si"
2015,37040,"male",77842,"population","all households","persons","Gyeongsangbuk-do","Andong-si"
2015,37040,"female",81221,"population","all households","persons","Gyeongsangbuk-do","Andong-si"
2015,37050,"total",402332,"population","all households","persons","Gyeongsangbuk-do","Gumi-si"
2015,37050,"male",203783,"population","all households","persons","Gyeongsangbuk-do","Gumi-si"
2015,37050,"female",198549,"population","all households","persons","Gyeongsangbuk-do","Gumi-si"
2015,37060,"total",102830,"population","all households","persons","Gyeongsangbuk-do","Yeongju-si"
2015,37060,"male",50453,"population","all households","persons","Gyeongsangbuk-do","Yeongju-si"
2015,37060,"female",52377,"population","all households","persons","Gyeongsangbuk-do","Yeongju-si"
2015,37070,"total",92682,"population","all households","persons","Gyeongsangbuk-do","Yeongcheon-si"
2015,37070,"male",45419,"population","all households","persons","Gyeongsangbuk-do","Yeongcheon-si"
2015,37070,"female",47263,"population","all households","persons","Gyeongsangbuk-do","Yeongcheon-si"
2015,37080,"total",94467,"population","all households","persons","Gyeongsangbuk-do","Sangju-si"
2015,37080,"male",45535,"population","all households","persons","Gyeongsangbuk-do","Sangju-si"
2015,37080,"female",48932,"population","all households","persons","Gyeongsangbuk-do","Sangju-si"
2015,37090,"total",68669,"population","all households","persons","Gyeongsangbuk-do","Mungyeong-si"
2015,37090,"male",33142,"population","all households","persons","Gyeongsangbuk-do","Mungyeong-si"
2015,37090,"female",35527,"population","all households","persons","Gyeongsangbuk-do","Mungyeong-si"
2015,37100,"total",254302,"population","all households","persons","Gyeongsangbuk-do","Gyeongsan-si"
2015,37100,"male",126341,"population","all households","persons","Gyeongsangbuk-do","Gyeongsan-si"
2015,37100,"female",127961,"population","all households","persons","Gyeongsangbuk-do","Gyeongsan-si"
2015,37310,"total",20936,"population","all households","persons","Gyeongsangbuk-do","Gunwi-gun"
2015,37310,"male",10159,"population","all households","persons","Gyeongsangbuk-do","Gunwi-gun"
2015,37310,"female",10777,"population","all households","persons","Gyeongsangbuk-do","Gunwi-gun"
2015,37320,"total",49442,"population","all households","persons","Gyeongsangbuk-do","Uiseong-gun"
2015,37320,"male",23529,"population","all households","persons","Gyeongsangbuk-do","Uiseong-gun"
2015,37320,"female",25913,"population","all households","persons","Gyeongsangbuk-do","Uiseong-gun"
2015,37330,"total",24259,"population","all households","persons","Gyeongsangbuk-do","Cheongseong-gun"
2015,37330,"male",11841,"population","all households","persons","Gyeongsangbuk-do","Cheongseong-gun"
2015,37330,"female",12418,"population","all households","persons","Gyeongsangbuk-do","Cheongseong-gun"
2015,37340,"total",16262,"population","all households","persons","Gyeongsangbuk-do","Yeongyang-gun"
2015,37340,"male",7865,"population","all households","persons","Gyeongsangbuk-do","Yeongyang-gun"
2015,37340,"female",8397,"population","all households","persons","Gyeongsangbuk-do","Yeongyang-gun"
2015,37350,"total",35533,"population","all households","persons","Gyeongsangbuk-do","Yeongdeok-gun"
2015,37350,"male",16427,"population","all households","persons","Gyeongsangbuk-do","Yeongdeok-gun"
2015,37350,"female",19106,"population","all households","persons","Gyeongsangbuk-do","Yeongdeok-gun"
2015,37360,"total",39147,"population","all households","persons","Gyeongsangbuk-do","Cheongdo-gun"
2015,37360,"male",18484,"population","all households","persons","Gyeongsangbuk-do","Cheongdo-gun"
2015,37360,"female",20663,"population","all households","persons","Gyeongsangbuk-do","Cheongdo-gun"
2015,37370,"total",31637,"population","all households","persons","Gyeongsangbuk-do","Goryeong-gun"
2015,37370,"male",15593,"population","all households","persons","Gyeongsangbuk-do","Goryeong-gun"
2015,37370,"female",16044,"population","all households","persons","Gyeongsangbuk-do","Goryeong-gun"
2015,37380,"total",38816,"population","all households","persons","Gyeongsangbuk-do","Seongju-gun"
2015,37380,"male",19169,"population","all households","persons","Gyeongsangbuk-do","Seongju-gun"
2015,37380,"female",19647,"population","all households","persons","Gyeongsangbuk-do","Seongju-gun"
2015,37390,"total",113935,"population","all households","persons","Gyeongsangbuk-do","Chilgok-gun"
2015,37390,"male",58011,"population","all households","persons","Gyeongsangbuk-do","Chilgok-gun"
2015,37390,"female",55924,"population","all households","persons","Gyeongsangbuk-do","Chilgok-gun"
2015,37400,"total",41289,"population","all households","persons","Gyeongsangbuk-do","Yecheon-gun"
2015,37400,"male",19863,"population","all households","persons","Gyeongsangbuk-do","Yecheon-gun"
2015,37400,"female",21426,"population","all households","persons","Gyeongsangbuk-do","Yecheon-gun"
2015,37410,"total",30848,"population","all households","persons","Gyeongsangbuk-do","Bonghwa-gun"
2015,37410,"male",15046,"population","all households","persons","Gyeongsangbuk-do","Bonghwa-gun"
2015,37410,"female",15802,"population","all households","persons","Gyeongsangbuk-do","Bonghwa-gun"
2015,37420,"total",47473,"population","all households","persons","Gyeongsangbuk-do","Uljin-gun"
2015,37420,"male",23324,"population","all households","persons","Gyeongsangbuk-do","Uljin-gun"
2015,37420,"female",24149,"population","all households","persons","Gyeongsangbuk-do","Uljin-gun"
2015,37430,"total",8725,"population","all households","persons","Gyeongsangbuk-do","Ulleung-gun"
2015,37430,"male",4666,"population","all households","persons","Gyeongsangbuk-do","Ulleung-gun"
2015,37430,"female",4059,"population","all households","persons","Gyeongsangbuk-do","Ulleung-gun"
2015,38030,"total",332629,"population","all households","persons","Gyeongsangnam-do","Jinju-si"
2015,38030,"male",162871,"population","all households","persons","Gyeongsangnam-do","Jinju-si"
2015,38030,"female",169758,"population","all households","persons","Gyeongsangnam-do","Jinju-si"
2015,38050,"total",131052,"population","all households","persons","Gyeongsangnam-do","Tongyeong-si"
2015,38050,"male",65508,"population","all households","persons","Gyeongsangnam-do","Tongyeong-si"
2015,38050,"female",65544,"population","all households","persons","Gyeongsangnam-do","Tongyeong-si"
2015,38060,"total",107687,"population","all households","persons","Gyeongsangnam-do","Sacheon-si"
