"year","adm2_code","class2","value","type","class1","unit","adm1","adm2"
2015,38060,"male",53145,"population","all households","persons","Gyeongsangnam-do","Sacheon-si"
2015,38060,"female",54542,"population","all households","persons","Gyeongsangnam-do","Sacheon-si"
2015,38070,"total",503790,"population","all households","persons","Gyeongsangnam-do","Gimhae-si"
2015,38070,"male",250763,"population","all households","persons","Gyeongsangnam-do","Gimhae-si"
2015,38070,"female",253027,"population","all households","persons","Gyeongsangnam-do","Gimhae-si"
2015,38080,"total",98713,"population","all households","persons","Gyeongsangnam-do","Miryang-si"
2015,38080,"male",47389,"population","all households","persons","Gyeongsangnam-do","Miryang-si"
2015,38080,"female",51324,"population","all households","persons","Gyeongsangnam-do","Miryang-si"
2015,38090,"total",244394,"population","all households","persons","Gyeongsangnam-do","Geojae-si"
2015,38090,"male",128723,"population","all households","persons","Gyeongsangnam-do","Geojae-si"
2015,38090,"female",115671,"population","all households","persons","Gyeongsangnam-do","Geojae-si"
2015,38100,"total",284073,"population","all households","persons","Gyeongsangnam-do","Yangsan-si"
2015,38100,"male",140356,"population","all households","persons","Gyeongsangnam-do","Yangsan-si"
2015,38100,"female",143717,"population","all households","persons","Gyeongsangnam-do","Yangsan-si"
2015,38110,"total",1015936,"population","all households","persons","Gyeongsangnam-do","Changwon-si"
2015,38110,"male",507689,"population","all households","persons","Gyeongsangnam-do","Changwon-si"
2015,38110,"female",508247,"population","all households","persons","Gyeongsangnam-do","Changwon-si"
2015,38111,"total",243959,"population","all households","persons","Gyeongsangnam-do","Uichang-gu"
2015,38111,"male",122480,"population","all households","persons","Gyeongsangnam-do","Uichang-gu"
2015,38111,"female",121479,"population","all households","persons","Gyeongsangnam-do","Uichang-gu"
2015,38112,"total",223410,"population","all households","persons","Gyeongsangnam-do","Seongsan-gu"
2015,38112,"male",112203,"population","all households","persons","Gyeongsangnam-do","Seongsan-gu"
2015,38112,"female",111207,"population","all households","persons","Gyeongsangnam-do","Seongsan-gu"
2015,38113,"total",172501,"population","all households","persons","Gyeongsangnam-do","Masan Happo-gu"
2015,38113,"male",84824,"population","all households","persons","Gyeongsangnam-do","Masan Happo-gu"
2015,38113,"female",87677,"population","all households","persons","Gyeongsangnam-do","Masan Happo-gu"
2015,38114,"total",201590,"population","all households","persons","Gyeongsangnam-do","Masan Hoewon-gu"
2015,38114,"male",100539,"population","all households","persons","Gyeongsangnam-do","Masan Hoewon-gu"
2015,38114,"female",101051,"population","all households","persons","Gyeongsangnam-do","Masan Hoewon-gu"
2015,38115,"total",174476,"population","all households","persons","Gyeongsangnam-do","Jinhae-gu"
2015,38115,"male",87643,"population","all households","persons","Gyeongsangnam-do","Jinhae-gu"
2015,38115,"female",86833,"population","all households","persons","Gyeongsangnam-do","Jinhae-gu"
2015,38310,"total",25569,"population","all households","persons","Gyeongsangnam-do","Uiryeong-gun"
2015,38310,"male",11869,"population","all households","persons","Gyeongsangnam-do","Uiryeong-gun"
2015,38310,"female",13700,"population","all households","persons","Gyeongsangnam-do","Uiryeong-gun"
2015,38320,"total",63969,"population","all households","persons","Gyeongsangnam-do","Haman-gun"
2015,38320,"male",31486,"population","all households","persons","Gyeongsangnam-do","Haman-gun"
2015,38320,"female",32483,"population","all households","persons","Gyeongsangnam-do","Haman-gun"
2015,38330,"total",57653,"population","all households","persons","Gyeongsangnam-do","Changnyeong-gun"
2015,38330,"male",27852,"population","all households","persons","Gyeongsangnam-do","Changnyeong-gun"
2015,38330,"female",29801,"population","all households","persons","Gyeongsangnam-do","Changnyeong-gun"
2015,38340,"total",50386,"population","all households","persons","Gyeongsangnam-do","Goseong-gun"
2015,38340,"male",24771,"population","all households","persons","Gyeongsangnam-do","Goseong-gun"
2015,38340,"female",25615,"population","all households","persons","Gyeongsangnam-do","Goseong-gun"
2015,38350,"total",41817,"population","all households","persons","Gyeongsangnam-do","Namhae-gun"
2015,38350,"male",19565,"population","all households","persons","Gyeongsangnam-do","Namhae-gun"
2015,38350,"female",22252,"population","all households","persons","Gyeongsangnam-do","Namhae-gun"
2015,38360,"total",43716,"population","all households","persons","Gyeongsangnam-do","Hadong-gun"
2015,38360,"male",20971,"population","all households","persons","Gyeongsangnam-do","Hadong-gun"
2015,38360,"female",22745,"population","all households","persons","Gyeongsangnam-do","Hadong-gun"
2015,38370,"total",32630,"population","all households","persons","Gyeongsangnam-do","Sancheong-gun"
2015,38370,"male",15618,"population","all households","persons","Gyeongsangnam-do","Sancheong-gun"
2015,38370,"female",17012,"population","all households","persons","Gyeongsangnam-do","Sancheong-gun"
2015,38380,"total",36853,"population","all households","persons","Gyeongsangnam-do","Hamyang-gun"
2015,38380,"male",17335,"population","all households","persons","Gyeongsangnam-do","Hamyang-gun"
2015,38380,"female",19518,"population","all households","persons","Gyeongsangnam-do","Hamyang-gun"
2015,38390,"total",57904,"population","all households","persons","Gyeongsangnam-do","Geochang-gun"
2015,38390,"male",27690,"population","all households","persons","Gyeongsangnam-do","Geochang-gun"
2015,38390,"female",30214,"population","all households","persons","Gyeongsangnam-do","Geochang-gun"
2015,38400,"total",43206,"population","all households","persons","Gyeongsangnam-do","Hapcheon-gun"
2015,38400,"male",20031,"population","all households","persons","Gyeongsangnam-do","Hapcheon-gun"
2015,38400,"female",23175,"population","all households","persons","Gyeongsangnam-do","Hapcheon-gun"
2015,39010,"total",436509,"population","all households","persons","Jeju-do","Jeju-si"
2015,39010,"male",216180,"population","all households","persons","Jeju-do","Jeju-si"
2015,39010,"female",220329,"population","all households","persons","Jeju-do","Jeju-si"
2015,39020,"total",147707,"population","all households","persons","Jeju-do","Seogwipo-si"
2015,39020,"male",73314,"population","all households","persons","Jeju-do","Seogwipo-si"
2015,39020,"female",74393,"population","all households","persons","Jeju-do","Seogwipo-si"
2020,11010,"total",139858,"population","all households","persons","Seoul","Jongno-gu"
2020,11010,"male",67267,"population","all households","persons","Seoul","Jongno-gu"
2020,11010,"female",72591,"population","all households","persons","Seoul","Jongno-gu"
2020,11020,"total",119319,"population","all households","persons","Seoul","Jung-gu"
2020,11020,"male",57483,"population","all households","persons","Seoul","Jung-gu"
2020,11020,"female",61836,"population","all households","persons","Seoul","Jung-gu"
2020,11030,"total",214931,"population","all households","persons","Seoul","Yongsan-gu"
2020,11030,"male",102433,"population","all households","persons","Seoul","Yongsan-gu"
2020,11030,"female",112498,"population","all households","persons","Seoul","Yongsan-gu"
2020,11040,"total",282967,"population","all households","persons","Seoul","Seongdong-gu"
2020,11040,"male",136811,"population","all households","persons","Seoul","Seongdong-gu"
2020,11040,"female",146156,"population","all households","persons","Seoul","Seongdong-gu"
2020,11050,"total",335770,"population","all households","persons","Seoul","Gwangjin-gu"
2020,11050,"male",160510,"population","all households","persons","Seoul","Gwangjin-gu"
2020,11050,"female",175260,"population","all households","persons","Seoul","Gwangjin-gu"
2020,11060,"total",332796,"population","all households","persons","Seoul","Dongdaemun-gu"
2020,11060,"male",162603,"population","all households","persons","Seoul","Dongdaemun-gu"
2020,11060,"female",170193,"population","all households","persons","Seoul","Dongdaemun-gu"
2020,11070,"total",379606,"population","all households","persons","Seoul","Jungnang-gu"
2020,11070,"male",185605,"population","all households","persons","Seoul","Jungnang-gu"
2020,11070,"female",194001,"population","all households","persons","Seoul","Jungnang-gu"
2020,11080,"total",423978,"population","all households","persons","Seoul","Seongbuk-gu"
2020,11080,"male",202314,"population","all households","persons","Seoul","Seongbuk-gu"
2020,11080,"female",221664,"population","all households","persons","Seoul","Seongbuk-gu"
2020,11090,"total",295304,"population","all households","persons","Seoul","Gangbuk-gu"
2020,11090,"male",142332,"population","all households","persons","Seoul","Gangbuk-gu"
2020,11090,"female",152972,"population","all households","persons","Seoul","Gangbuk-gu"
2020,11100,"total",312878,"population","all households","persons","Seoul","Dobong-gu"
2020,11100,"male",150940,"population","all households","persons","Seoul","Dobong-gu"
2020,11100,"female",161938,"population","all households","persons","Seoul","Dobong-gu"
2020,11110,"total",504159,"population","all households","persons","Seoul","Nowon-gu"
2020,11110,"male",240835,"population","all households","persons","Seoul","Nowon-gu"
2020,11110,"female",263324,"population","all households","persons","Seoul","Nowon-gu"
2020,11120,"total",458777,"population","all households","persons","Seoul","Eunpyeong-gu"
2020,11120,"male",217802,"population","all households","persons","Seoul","Eunpyeong-gu"
2020,11120,"female",240975,"population","all households","persons","Seoul","Eunpyeong-gu"
2020,11130,"total",303486,"population","all households","persons","Seoul","Seodaemun-gu"
2020,11130,"male",142973,"population","all households","persons","Seoul","Seodaemun-gu"
2020,11130,"female",160513,"population","all households","persons","Seoul","Seodaemun-gu"
2020,11140,"total",360365,"population","all households","persons","Seoul","Mapo-gu"
2020,11140,"male",167875,"population","all households","persons","Seoul","Mapo-gu"
2020,11140,"female",192490,"population","all households","persons","Seoul","Mapo-gu"
2020,11150,"total",434541,"population","all households","persons","Seoul","Yangcheon-gu"
2020,11150,"male",211080,"population","all households","persons","Seoul","Yangcheon-gu"
2020,11150,"female",223461,"population","all households","persons","Seoul","Yangcheon-gu"
2020,11160,"total",564114,"population","all households","persons","Seoul","Gangseo-gu"
2020,11160,"male",269896,"population","all households","persons","Seoul","Gangseo-gu"
2020,11160,"female",294218,"population","all households","persons","Seoul","Gangseo-gu"
2020,11170,"total",394733,"population","all households","persons","Seoul","Guro-gu"
2020,11170,"male",193285,"population","all households","persons","Seoul","Guro-gu"
2020,11170,"female",201448,"population","all households","persons","Seoul","Guro-gu"
2020,11180,"total",225594,"population","all households","persons","Seoul","Geumcheon-gu"
2020,11180,"male",113038,"population","all households","persons","Seoul","Geumcheon-gu"
2020,11180,"female",112556,"population","all households","persons","Seoul","Geumcheon-gu"
2020,11190,"total",361086,"population","all households","persons","Seoul","Yeongdeungpo-gu"
2020,11190,"male",176453,"population","all households","persons","Seoul","Yeongdeungpo-gu"
2020,11190,"female",184633,"population","all households","persons","Seoul","Yeongdeungpo-gu"
2020,11200,"total",378749,"population","all households","persons","Seoul","Dongjak-gu"
2020,11200,"male",181811,"population","all households","persons","Seoul","Dongjak-gu"
2020,11200,"female",196938,"population","all households","persons","Seoul","Dongjak-gu"
2020,11210,"total",487553,"population","all households","persons","Seoul","Gwanak-gu"
2020,11210,"male",242696,"population","all households","persons","Seoul","Gwanak-gu"
2020,11210,"female",244857,"population","all households","persons","Seoul","Gwanak-gu"
2020,11220,"total",398524,"population","all households","persons","Seoul","Seocho-gu"
2020,11220,"male",189233,"population","all households","persons","Seoul","Seocho-gu"
2020,11220,"female",209291,"population","all households","persons","Seoul","Seocho-gu"
2020,11230,"total",509899,"population","all households","persons","Seoul","Gangnam-gu"
2020,11230,"male",242240,"population","all households","persons","Seoul","Gangnam-gu"
