"sggcd","year","type","class1","class2","unit","value"
"36330",2020,"population","fertility","total","births",1.047
"36350",2010,"population","fertility","total","births",1.449
"36350",2015,"population","fertility","total","births",1.091
"36350",2020,"population","fertility","total","births",1.459
"36360",2010,"population","fertility","total","births",2.003
"36360",2015,"population","fertility","total","births",1.7
"36360",2020,"population","fertility","total","births",1.057
"36370",2010,"population","fertility","total","births",1.469
"36370",2015,"population","fertility","total","births",1.219
"36370",2020,"population","fertility","total","births",1.091
"36380",2010,"population","fertility","total","births",1.348
"36380",2015,"population","fertility","total","births",1.204
"36380",2020,"population","fertility","total","births",1.774
"36390",2010,"population","fertility","total","births",2.339
"36390",2015,"population","fertility","total","births",1.755
"36390",2020,"population","fertility","total","births",1.063
"36400",2010,"population","fertility","total","births",1.66
"36400",2015,"population","fertility","total","births",2.464
"36400",2020,"population","fertility","total","births",1.668
"36410",2010,"population","fertility","total","births",2.172
"36410",2015,"population","fertility","total","births",2.107
"36410",2020,"population","fertility","total","births",1.375
"36420",2010,"population","fertility","total","births",1.798
"36420",2015,"population","fertility","total","births",1.444
"36420",2020,"population","fertility","total","births",1.012
"36430",2010,"population","fertility","total","births",1.653
"36430",2015,"population","fertility","total","births",1.63
"36430",2020,"population","fertility","total","births",1.345
"36440",2010,"population","fertility","total","births",1.717
"36440",2015,"population","fertility","total","births",1.652
"36440",2020,"population","fertility","total","births",2.455
"36450",2010,"population","fertility","total","births",1.753
"36450",2015,"population","fertility","total","births",2.101
"36450",2020,"population","fertility","total","births",1.509
"36460",2010,"population","fertility","total","births",1.861
"36460",2015,"population","fertility","total","births",1.767
"36460",2020,"population","fertility","total","births",1.439
"36470",2010,"population","fertility","total","births",1.722
"36470",2015,"population","fertility","total","births",1.697
"36470",2020,"population","fertility","total","births",1.073
"36480",2010,"population","fertility","total","births",1.598
"36480",2015,"population","fertility","total","births",1.539
"36480",2020,"population","fertility","total","births",1.338
"37010",2010,"population","fertility","total","births",1.33
"37010",2015,"population","fertility","total","births",1.475
"37010",2020,"population","fertility","total","births",0.956
"37011",2010,"population","fertility","total","births",1.355
"37011",2015,"population","fertility","total","births",1.529
"37011",2020,"population","fertility","total","births",0.92
"37012",2010,"population","fertility","total","births",1.305
"37012",2015,"population","fertility","total","births",1.426
"37012",2020,"population","fertility","total","births",0.984
"37020",2010,"population","fertility","total","births",1.264
"37020",2015,"population","fertility","total","births",1.294
"37020",2020,"population","fertility","total","births",0.971
"37030",2010,"population","fertility","total","births",1.398
"37030",2015,"population","fertility","total","births",1.419
"37030",2020,"population","fertility","total","births",1.254
"37040",2010,"population","fertility","total","births",1.528
"37040",2015,"population","fertility","total","births",1.619
"37040",2020,"population","fertility","total","births",1.017
"37050",2010,"population","fertility","total","births",1.335
"37050",2015,"population","fertility","total","births",1.44
"37050",2020,"population","fertility","total","births",0.944
"37060",2010,"population","fertility","total","births",1.332
"37060",2015,"population","fertility","total","births",1.357
"37060",2020,"population","fertility","total","births",0.966
"37070",2010,"population","fertility","total","births",1.468
"37070",2015,"population","fertility","total","births",1.554
"37070",2020,"population","fertility","total","births",1.358
"37080",2010,"population","fertility","total","births",1.41
"37080",2015,"population","fertility","total","births",1.391
"37080",2020,"population","fertility","total","births",1.066
"37090",2010,"population","fertility","total","births",1.411
"37090",2015,"population","fertility","total","births",1.571
"37090",2020,"population","fertility","total","births",1.291
"37100",2010,"population","fertility","total","births",1.342
"37100",2015,"population","fertility","total","births",1.457
"37100",2020,"population","fertility","total","births",0.888
"37310",2010,"population","fertility","total","births",1.201
"37310",2015,"population","fertility","total","births",1.239
"37310",2020,"population","fertility","total","births",1.014
"37320",2010,"population","fertility","total","births",1.45
"37320",2015,"population","fertility","total","births",1.505
"37320",2020,"population","fertility","total","births",1.598
"37330",2010,"population","fertility","total","births",1.169
"37330",2015,"population","fertility","total","births",1.548
"37330",2020,"population","fertility","total","births",1.184
"37340",2010,"population","fertility","total","births",1.197
"37340",2015,"population","fertility","total","births",1.517
"37340",2020,"population","fertility","total","births",1.078
"37350",2010,"population","fertility","total","births",1.431
"37350",2015,"population","fertility","total","births",1.542
"37350",2020,"population","fertility","total","births",1.36
"37360",2010,"population","fertility","total","births",0.999
"37360",2015,"population","fertility","total","births",1.081
"37360",2020,"population","fertility","total","births",0.903
"37370",2010,"population","fertility","total","births",1.364
"37370",2015,"population","fertility","total","births",1.71
"37370",2020,"population","fertility","total","births",0.977
"37380",2010,"population","fertility","total","births",1.26
"37380",2015,"population","fertility","total","births",1.674
"37380",2020,"population","fertility","total","births",1.264
"37390",2010,"population","fertility","total","births",1.828
"37390",2015,"population","fertility","total","births",1.583
"37390",2020,"population","fertility","total","births",0.741
